1, 2.344
2, 1.953
3, 3.125
4, 4.492
5, 5.156
6, 5.078
7, 5.022
8, 5.371
9, 5.729
10, 6.328
11, 6.676
12, 6.706
13, 7.272
14, 7.366
15, 7.552
16, 7.715
17, 7.858
18, 8.594
19, 8.758
20, 9.258
21, 9.487
22, 9.837
23, 9.918
24, 10.059
25, 10.219
26, 10.427
27, 10.648
28, 10.910
29, 11.207
30, 11.432
31, 11.668
32, 11.841
33, 12.240
34, 12.684
35, 12.835
36, 13.043
37, 13.239
38, 13.363
39, 13.462
40, 13.770
41, 14.177
42, 14.286
43, 14.426
44, 14.666
45, 14.792
46, 15.031
47, 15.093
48, 15.299
49, 15.482
50, 15.656
51, 15.870
52, 16.031
53, 16.303
54, 16.536
55, 16.790
56, 16.978
57, 17.160
58, 17.214
59, 17.545
60, 17.799
61, 17.892
62, 18.145
63, 18.316
64, 18.542
65, 18.642
66, 18.726
67, 18.867
68, 18.991
69, 19.158
70, 19.230
71, 19.410
72, 19.542
73, 19.799
74, 20.049
75, 20.240
76, 20.426
77, 20.607
78, 20.773
79, 20.876
80, 21.094
81, 21.258
82, 21.484
83, 21.706
84, 21.819
85, 21.949
86, 22.093
87, 22.216
88, 22.301
89, 22.481
90, 22.578
91, 22.751
92, 22.911
93, 23.093
94, 23.271
95, 23.503
96, 23.722
97, 23.872
98, 23.956
99, 24.116
100, 24.234
101, 24.443
102, 24.556
103, 24.742
104, 24.925
105, 25.164
106, 25.273
107, 25.365
108, 25.521
109, 25.667
110, 25.838
111, 26.014
112, 26.165
113, 26.314
114, 26.501
115, 26.617
116, 26.765
117, 26.923
118, 27.052
119, 27.180
120, 27.311
121, 27.382
122, 27.453
123, 27.541
124, 27.659
125, 27.794
126, 27.877
127, 28.033
128, 28.131
129, 28.246
130, 28.365
131, 28.459
132, 28.516
133, 28.677
134, 28.772
135, 28.900
136, 28.975
137, 29.083
138, 29.155
139, 29.272
140, 29.403
141, 29.494
142, 29.621
143, 29.731
144, 29.845
145, 29.892
146, 29.982
147, 30.065
148, 30.152
149, 30.311
150, 30.375
151, 30.489
152, 30.582
153, 30.683
154, 30.788
155, 30.862
156, 30.960
157, 31.126
158, 31.205
159, 31.299
160, 31.357
161, 31.464
162, 31.544
163, 31.672
164, 31.698
165, 31.842
166, 31.899
167, 32.003
168, 32.064
169, 32.151
170, 32.256
171, 32.319
172, 32.390
173, 32.496
174, 32.624
175, 32.737
176, 32.839
177, 32.954
178, 33.085
179, 33.192
180, 33.242
181, 33.335
182, 33.426
183, 33.508
184, 33.581
185, 33.678
186, 33.770
187, 33.844
188, 33.922
189, 33.982
190, 34.071
191, 34.142
192, 34.233
193, 34.326
194, 34.391
195, 34.467
196, 34.526
197, 34.597
198, 34.631
199, 34.724
200, 34.781
201, 34.830
202, 34.897
203, 34.968
204, 35.080
205, 35.202
206, 35.262
207, 35.334
208, 35.389
209, 35.452
210, 35.502
211, 35.538
212, 35.621
213, 35.681
214, 35.722
215, 35.778
216, 35.854
217, 35.948
218, 35.991
219, 36.041
220, 36.076
221, 36.139
222, 36.205
223, 36.263
224, 36.325
225, 36.385
226, 36.459
227, 36.488
228, 36.517
229, 36.582
230, 36.641
231, 36.719
232, 36.773
233, 36.823
234, 36.882
235, 36.932
236, 37.046
237, 37.081
238, 37.132
239, 37.163
240, 37.233
241, 37.289
242, 37.326
243, 37.387
244, 37.458
245, 37.516
246, 37.570
247, 37.645
248, 37.717
249, 37.782
250, 37.831
251, 37.898
252, 37.946
253, 38.003
254, 38.069
255, 38.137
256, 38.184
257, 38.233
258, 38.269
259, 38.311
260, 38.362
261, 38.404
262, 38.433
263, 38.486
264, 38.506
265, 38.558
266, 38.610
267, 38.638
268, 38.692
269, 38.726
270, 38.764
271, 38.809
272, 38.859
273, 38.937
274, 38.980
275, 39.034
276, 39.113
277, 39.153
278, 39.192
279, 39.225
280, 39.263
281, 39.313
282, 39.348
283, 39.388
284, 39.428
285, 39.446
286, 39.470
287, 39.493
288, 39.545
289, 39.590
290, 39.617
291, 39.653
292, 39.678
293, 39.692
294, 39.735
295, 39.770
296, 39.796
297, 39.823
298, 39.831
299, 39.854
300, 39.911
301, 39.932
302, 39.939
303, 39.978
304, 40.042
305, 40.069
306, 40.104
307, 40.147
308, 40.204
309, 40.246
310, 40.280
311, 40.301
312, 40.322
313, 40.345
314, 40.411
315, 40.461
316, 40.504
317, 40.529
318, 40.586
319, 40.601
320, 40.635
321, 40.654
322, 40.703
323, 40.744
324, 40.770
325, 40.815
326, 40.860
327, 40.921
328, 40.966
329, 41.003
330, 41.049
331, 41.114
332, 41.138
333, 41.193
334, 41.254
335, 41.285
336, 41.295
337, 41.337
338, 41.390
339, 41.443
340, 41.480
341, 41.525
342, 41.546
343, 41.598
344, 41.615
345, 41.662
346, 41.707
347, 41.746
348, 41.779
349, 41.796
350, 41.806
351, 41.845
352, 41.895
353, 41.940
354, 41.938
355, 41.961
