1, 4.99346209
2, 4.39032185
3, 3.84659894
4, 3.55357128
5, 3.26817317
6, 3.08232991
7, 2.93104308
8, 2.82809159
9, 2.75544087
10, 2.62900115
11, 2.54059993
12, 2.46999666
13, 2.43854812
14, 2.37549293
15, 2.33311164
16, 2.25888966
17, 2.20181348
18, 2.15254821
19, 2.10287933
20, 2.05990713
21, 2.01198565
22, 1.97303734
23, 1.92771789
24, 1.89584015
25, 1.85894915
26, 1.82987329
27, 1.79881039
28, 1.77465411
29, 1.74817478
30, 1.71940809
31, 1.69091658
32, 1.66805842
33, 1.64120193
34, 1.62005867
35, 1.59563684
36, 1.56964883
37, 1.55177721
38, 1.53287748
39, 1.51601487
40, 1.49657864
41, 1.47746552
42, 1.46329628
43, 1.44701831
44, 1.42868223
45, 1.41147616
46, 1.39683890
47, 1.38111880
48, 1.36926217
49, 1.35591751
50, 1.34227514
51, 1.32762474
52, 1.31798294
53, 1.30560193
54, 1.29542385
55, 1.28376106
56, 1.27268714
57, 1.26136794
58, 1.25304769
59, 1.24229990
60, 1.23049390
61, 1.22020138
62, 1.20760290
63, 1.19824403
64, 1.18860356
65, 1.17764066
66, 1.17014828
67, 1.16073344
68, 1.15423635
69, 1.14645544
70, 1.13795873
71, 1.12953813
72, 1.12028860
73, 1.11300225
74, 1.10535347
75, 1.10082876
76, 1.09354937
77, 1.08711147
78, 1.08159406
79, 1.07518242
80, 1.06718919
81, 1.05933943
82, 1.05235670
83, 1.04511555
84, 1.03989061
85, 1.03496527
86, 1.02943561
87, 1.02434052
88, 1.01891880
89, 1.01270896
90, 1.00774518
91, 1.00290428
92, 0.99702087
93, 0.99167257
94, 0.98666932
95, 0.98056403
96, 0.97482274
97, 0.97094302
98, 0.96527693
99, 0.95983903
100, 0.95475310
101, 0.94889231
102, 0.94407711
103, 0.94010545
104, 0.93537238
105, 0.93225558
106, 0.92898197
107, 0.92413572
108, 0.91935684
109, 0.91699188
110, 0.91248444
111, 0.90881697
112, 0.90468553
113, 0.89949661
114, 0.89637297
115, 0.89035141
116, 0.88700680
117, 0.88379245
118, 0.88045351
119, 0.87789772
120, 0.87561341
121, 0.87285806
122, 0.87005448
123, 0.86697869
124, 0.86331217
125, 0.86170349
126, 0.85863036
127, 0.85555572
128, 0.85273575
129, 0.84899484
130, 0.84701547
131, 0.84462451
132, 0.84173009
133, 0.83942511
134, 0.83524889
135, 0.83249598
136, 0.82968432
137, 0.82674241
138, 0.82422479
139, 0.82119515
140, 0.81824350
141, 0.81560187
142, 0.81409353
143, 0.81172833
144, 0.80913615
145, 0.80661624
146, 0.80291347
147, 0.80042752
148, 0.79769045
149, 0.79431273
150, 0.79180079
151, 0.79028299
152, 0.78865685
153, 0.78565923
154, 0.78354438
155, 0.78095297
156, 0.77897885
157, 0.77616883
158, 0.77382450
159, 0.77139171
160, 0.76956548
161, 0.76790865
162, 0.76575522
163, 0.76348737
164, 0.76183290
165, 0.76008600
166, 0.75787239
167, 0.75577480
168, 0.75363334
169, 0.75108054
170, 0.74835471
171, 0.74670101
172, 0.74463532
173, 0.74329708
